g u-g g-r g-i g-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
23.687 2.824 1.411 2.431 2.997 18.424 -13.266 11.63 15.29 -96.32 46.67 0.0011 13.01 5 7.3 3368.0 5.23 11 12.0682 0.252 10.842 0.176 -0.612 0.249 238.749039 -48.785179 60.61517 -36.754547 0.9065 -8.3099 -0.5106 -0.6669 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.212 2.682 1.442 2.359 2.953 1.257 -10.078 -7.67 37.84 -20.57 9.84 0.0011 12.5 5 7.3 3394.0 4.97 11 12.2467 0.253 10.725 0.183 -0.473 0.203 239.650879 -49.139847 60.172901 -37.347641 0.9075 -8.3 -0.5124 -0.6714 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.196 2.879 1.392 1.98 2.296 -3.859 -12.115 118.49 12.82 -84.61 -100.66 0.00109 10.54 5 7.1 3779.0 4.99 11 12.0637 0.292 9.179 0.305 -0.991 0.273 238.455078 -49.353661 59.904312 -36.567257 0.919 -8.3132 -0.5102 -0.6823 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.867 2.982 1.413 2.718 3.425 7.265 14.358 40.79 -81.58 -13.59 -11.44 0.00108 13.14 5 7.4 3193.0 5.13 6 5.992 0.279 10.885 0.196 -0.187 0.03 239.472366 -49.150658 60.15995 -37.230824 0.9278 -8.3082 -0.5227 -0.6868 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.407 2.946 1.41 2.684 3.372 4.738 5.681 3.64 -29.9 -4.23 13.27 0.00107 12.64 5 7.35 3276.0 5.03 7 8.6102 0.199 10.437 0.229 0.149 0.016 238.385757 -49.131641 60.180115 -36.519901 0.9325 -8.3199 -0.5196 -0.6902 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.943 3.03 1.388 2.538 3.209 8.947 -6.139 43.9 -13.16 -67.98 -4.27 0.00108 12.23 5 7.35 3276.0 5.07 5 3.9707 0.225 10.314 0.238 -0.14 0.012 239.324005 -49.208836 60.08725 -37.133694 0.9267 -8.3089 -0.5207 -0.6866 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.006 2.953 1.384 2.562 3.224 -2.527 -11.359 23.96 41.59 -32.42 -24.97 0.00107 12.26 5 7.35 3316.0 4.87 6 5.9831 0.122 10.253 0.243 -0.125 0.006 238.633835 -49.284985 59.990864 -36.683304 0.931 -8.3161 -0.5185 -0.6907 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.908 2.947 1.438 2.512 3.162 5.966 -1.407 78.7 -28.33 -63.8 -43.22 0.00107 12.15 5 7.3 3346.0 5.04 7 8.4743 0.29 10.072 0.258 -0.245 0.041 239.121567 -49.393543 59.856091 -37.001335 0.9324 -8.3115 -0.5208 -0.6929 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.664 2.959 1.399 2.485 3.066 2.932 -15.421 -11.17 48.91 -38.82 16.08 0.00107 11.92 5 7.3 3365.0 4.74 7 8.4182 0.242 10.015 0.262 -0.242 -0.001 239.876221 -49.327755 59.934803 -37.493244 0.9377 -8.3067 -0.5286 -0.6962 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.396 2.685 1.374 2.304 2.802 -1.182 9.798 28.56 -45.16 6.9 -21.73 0.00108 10.69 5 7.25 3402.0 4.65 6 5.8833 0.485 9.565 0.296 -0.552 -0.0 239.214157 -49.460583 59.771889 -37.061359 0.9241 -8.3074 -0.516 -0.6873 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.394 2.773 1.361 2.282 2.769 4.877 13.153 51.62 -77.21 -16.94 -27.15 0.00107 10.69 5 7.2 3532.0 4.73 7 8.514 0.453 9.491 0.303 -0.227 -0.025 238.943375 -49.157276 60.151566 -36.884853 0.935 -8.3155 -0.5238 -0.6923 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.091 2.738 1.345 2.176 2.662 3.082 -15.861 -4.22 55.96 -44.14 12.95 0.00108 10.43 5 7.2 3575.0 4.92 6 6.0048 0.644 9.202 0.333 -0.26 0.016 238.522125 -49.10321 60.216671 -36.608845 0.9236 -8.3157 -0.5157 -0.6831 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.453 2.696 1.334 2.128 2.552 7.553 -4.008 30.55 -8.05 -48.72 0.91 0.00108 9.77 5 7.15 3712.0 4.66 5 4.0504 0.503 8.853 0.372 -0.355 0.002 239.032547 -48.782864 60.620224 -36.941319 0.9302 -8.3154 -0.5255 -0.6847 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.371 2.539 1.196 1.879 2.231 4.3 -9.42 8.68 26.61 -39.65 9.35 0.00108 8.79 5 7.0 3836.0 4.69 7 8.4969 0.541 7.985 0.496 -0.03 -0.016 239.599457 -49.738205 59.420815 -37.308773 0.9226 -8.3017 -0.5143 -0.6891 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.863 0.649 0.175 0.205 0.089 0.533 -4.024 16.51 9.43 -21.77 -13.52 0.00107 13.93 6 9.2 7392.0 8.25 5 4.1025 0.851 13.87 0.009 -0.067 0.006 239.690659 -49.334198 59.928162 -37.372253 0.9346 -8.3074 -0.5258 -0.6939 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.431 3.085 1.403 2.523 3.13 4.071 -2.792 55.31 -21.2 -54.94 -26.12 0.00107 12.69 5 7.3 3378.0 5.17 8 10.0044 0.054 10.683 0.193 -0.144 0.126 239.411896 -49.747131 59.411362 -37.187473 0.9369 -8.3081 -0.5212 -0.7001 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.396 2.995 1.361 2.429 2.997 3.154 -14.936 12.41 50.98 -51.58 -0.63 0.00107 12.69 5 7.3 3420.0 5.33 8 9.9449 0.154 10.57 0.2 -0.191 0.19 239.058563 -49.296864 59.977119 -36.960361 0.9318 -8.3124 -0.5212 -0.6914 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.157 2.75 1.449 2.424 2.978 5.33 -3.417 24.87 -7.25 -34.29 -7.75 0.00108 12.41 5 7.3 3411.0 5.1 8 10.067 0.198 10.453 0.207 -0.418 0.242 238.453766 -49.406013 59.839123 -36.566776 0.9222 -8.314 -0.5114 -0.6853 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.937 2.777 1.506 2.312 2.85 15.309 -3.361 21.34 -21.14 -65.57 26.48 0.00107 12.13 5 7.25 3543.0 5.08 8 9.9671 0.256 10.207 0.224 -0.76 0.294 239.169022 -49.653984 59.529743 -37.031143 0.938 -8.3112 -0.5214 -0.6999 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.124 2.8 1.331 2.255 2.72 14.27 6.516 3.21 -46.81 -26.96 38.16 0.00107 11.46 5 7.2 3561.0 5.06 8 10.1239 0.237 9.796 0.258 0.082 0.023 239.211472 -48.860298 60.524109 -37.059563 0.9318 -8.3138 -0.5266 -0.6867 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.615 2.651 1.365 2.147 2.556 13.014 -1.489 41.52 -32.89 -59.85 4.81 0.00107 10.91 5 7.15 3603.0 4.8 8 10.0344 0.451 9.355 0.3 -0.4 0.186 239.480392 -48.811012 60.586536 -37.236443 0.9332 -8.3121 -0.5294 -0.6873 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.287 2.784 1.284 2.082 2.51 9.325 15.098 17.03 -78.19 -2.79 13.7 0.00108 10.68 5 7.15 3592.0 4.9 8 9.8708 0.239 9.203 0.318 -0.281 0.159 238.487946 -48.92931 60.432968 -36.584473 0.9238 -8.3172 -0.5174 -0.6815 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.888 2.787 1.328 2.005 2.416 4.638 6.622 55.78 -51.34 -28.19 -34.1 0.00108 10.24 5 7.1 3771.0 4.93 8 9.8653 0.679 8.902 0.353 -0.576 0.213 239.366791 -48.891254 60.485668 -37.161804 0.9294 -8.3113 -0.5258 -0.6852 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.496 2.715 1.297 1.965 2.326 2.83 -1.994 5.32 -1.54 -23.0 9.76 0.00107 9.84 5 7.05 3824.0 4.76 8 10.0393 0.24 8.604 0.391 -0.345 0.245 238.836258 -49.534988 59.679379 -36.815784 0.9347 -8.3139 -0.5191 -0.6961 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.689 2.4 1.17 1.598 1.867 2.611 -6.194 40.58 4.33 -43.51 -25.83 0.00107 8.7 5 6.85 4119.0 4.76 8 9.998 0.781 7.724 0.508 -0.8 0.255 238.648895 -48.825085 60.564461 -36.689037 0.934 -8.3199 -0.5251 -0.6881 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.383 2.437 1.128 1.57 1.827 -3.018 10.597 -67.92 -14.86 75.83 38.46 0.00108 8.42 5 6.8 4107.0 4.75 8 9.9914 0.466 7.583 0.525 -0.543 0.212 239.696854 -49.513023 59.703094 -37.374538 0.9227 -8.3023 -0.5172 -0.6868 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.498 2.274 0.925 1.312 1.455 1.875 13.457 19.25 -55.85 9.92 -11.05 0.00107 7.52 5 6.55 4432.0 4.72 8 10.0486 0.662 7.018 0.59 -0.4 0.198 239.875916 -49.213257 60.079082 -37.494209 0.9389 -8.3078 -0.5305 -0.6959 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.756 1.881 0.709 0.99 1.1 16.979 4.927 57.19 -66.16 -69.44 8.19 0.00107 6.8 5 6.25 4764.0 4.58 8 10.0844 0.646 6.427 0.65 -0.742 0.278 239.09433 -49.152195 60.158257 -36.983562 0.9371 -8.3148 -0.5259 -0.6939 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.427 0.566 -0.145 -0.337 -0.511 7.379 5.754 1.17 -37.93 -10.8 21.54 0.00107 11.61 6 9.0 10970.0 8.03 8 9.9918 0.766 11.397 0.013 -0.733 0.275 239.732651 -49.286839 59.98745 -37.400036 0.9327 -8.3067 -0.5255 -0.692 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.785 0.885 0.485 0.676 0.775 22.841 -1.629 105.93 -74.27 -123.07 -15.25 0.00108 14.64 6 9.0 5572.0 8.0 8 10.2329 0.691 14.437 0.013 -1.093 0.323 239.834961 -49.572815 59.626431 -37.463402 0.9241 -8.3011 -0.5181 -0.6884 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
25.584 1.242 0.699 0.979 1.17 6.436 -2.08 49.09 -22.22 -47.65 -22.9 0.00108 15.32 6 9.0 4826.0 8.0 8 10.0418 0.531 15.051 0.013 -0.854 0.276 238.407593 -49.581844 59.62001 -36.537853 0.928 -8.3152 -0.5125 -0.6915 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.07 2.684 1.398 2.2 2.624 13.0 12.981 158.66 -129.07 -93.29 -79.13 0.00107 11.35 5 7.2 3669.0 5.43 11 11.8908 0.19 10.082 0.223 -0.553 0.285 238.676697 -49.472919 59.756641 -36.712074 0.9389 -8.3172 -0.5212 -0.6987 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.954 2.946 1.373 2.632 3.46 7.061 12.452 22.09 -65.86 -2.78 3.66 0.00106 13.2 5 7.4 3235.0 4.89 5 3.7946 0.087 10.748 0.206 0.092 0.029 238.723862 -48.884998 60.490395 -36.739029 0.9463 -8.323 -0.5318 -0.6979 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.748 2.973 1.361 2.653 3.368 6.624 3.074 13.83 -36.17 -20.07 10.54 0.00105 12.98 5 7.4 3241.0 4.99 7 8.4132 0.222 10.561 0.22 -0.054 0.078 238.379074 -49.777225 59.376774 -36.520206 0.951 -8.322 -0.5229 -0.7111 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.907 3.041 1.373 2.468 3.09 2.094 4.136 28.45 -30.62 -9.52 -17.08 0.00106 12.18 5 7.35 3217.0 5.02 5 4.0993 0.282 10.132 0.253 -0.186 0.059 238.633804 -49.226791 60.063427 -36.682907 0.9448 -8.3212 -0.5268 -0.7005 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.878 2.969 1.295 2.306 2.959 8.69 2.432 14.53 -27.28 -29.21 9.71 0.00106 11.16 5 7.25 3389.0 4.91 5 4.055 0.38 9.739 0.283 0.006 0.012 239.811462 -49.355526 59.900375 -37.450764 0.9478 -8.3104 -0.5336 -0.7042 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.035 2.757 1.329 2.179 2.652 1.386 -1.992 10.86 -3.83 -12.69 -1.79 0.00106 10.34 5 7.2 3631.0 4.78 6 5.8435 0.508 9.202 0.333 -0.16 -0.051 239.124023 -49.475945 59.752872 -37.002735 0.9415 -8.3139 -0.5251 -0.7007 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.06 2.76 1.321 2.019 2.409 -3.669 -2.291 -18.01 17.93 19.45 2.16 0.00106 9.38 5 7.1 3734.0 4.8 7 8.56 0.401 8.575 0.405 -0.525 0.065 238.512634 -49.310272 59.958706 -36.604439 0.9434 -8.3212 -0.5245 -0.7003 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.869 2.657 1.262 1.906 2.256 7.07 8.156 62.66 -56.54 -41.46 -28.34 0.00104 9.2 5 7.05 3904.0 4.68 7 8.5472 0.67 8.181 0.464 -0.283 -0.009 239.311279 -49.026024 60.316555 -37.125492 0.9571 -8.3203 -0.5397 -0.7076 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.346 2.539 1.247 1.823 2.166 5.338 -3.19 28.43 -2.59 -39.54 0.3 0.00106 8.7 5 7.0 3889.0 4.78 5 3.8144 0.485 7.788 0.53 -0.176 -0.023 239.320465 -48.880322 60.499302 -37.131313 0.9449 -8.3171 -0.5344 -0.6969 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.304 2.533 1.249 1.818 2.147 -4.13 -10.674 25.5 42.98 -29.08 -29.59 0.00104 8.62 5 7.0 3887.0 4.62 5 3.9312 0.612 7.69 0.547 -0.168 0.021 239.790405 -49.209728 60.084164 -37.438374 0.9592 -8.3153 -0.5415 -0.7112 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.219 2.521 1.2 1.761 2.052 9.89 -0.098 35.41 -32.43 -50.09 2.2 0.00105 8.18 5 6.9 4057.0 4.62 5 3.9161 0.596 7.436 0.59 -0.043 -0.005 239.222244 -49.411575 59.833279 -37.066795 0.9496 -8.3162 -0.5308 -0.7061 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.171 2.767 1.428 2.428 2.934 2.681 2.58 23.52 -23.39 -15.18 -10.21 0.00104 12.37 5 7.3 3333.0 5.2 8 10.0832 0.24 10.453 0.207 -0.505 0.249 239.752213 -49.602928 59.589386 -37.409355 0.9573 -8.3125 -0.536 -0.7141 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.832 3.032 1.519 2.323 2.771 8.967 0.403 45.1 -36.2 -52.96 -3.24 0.00106 12.02 5 7.25 3511.0 4.93 8 10.0557 0.343 10.207 0.224 -1.009 0.312 239.606888 -49.698093 59.471195 -37.314083 0.9411 -8.308 -0.5251 -0.7027 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.521 2.638 1.363 2.211 2.782 11.324 15.879 26.63 -84.22 -3.78 5.24 0.00106 11.79 5 7.25 3440.0 5.09 8 9.8765 0.293 10.076 0.234 -0.395 0.231 239.135666 -49.392632 59.857182 -37.010506 0.9472 -8.3163 -0.5292 -0.7041 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.94 2.667 1.376 2.18 2.675 5.688 2.131 42.68 -22.16 -32.72 -16.8 0.00106 11.2 5 7.2 3544.0 5.08 8 10.0505 0.254 9.652 0.27 -0.393 0.221 239.232483 -48.9645 60.3936 -37.073704 0.9436 -8.3169 -0.5323 -0.6968 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.686 2.762 1.387 2.118 2.553 12.479 0.076 20.46 -27.93 -46.91 20.61 0.00105 10.95 5 7.15 3595.0 4.97 8 9.9471 0.275 9.505 0.285 -0.687 0.254 239.36731 -48.93412 60.431873 -37.162201 0.9492 -8.3177 -0.5365 -0.7007 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.12 2.713 1.337 2.074 2.498 7.498 -3.276 -8.25 8.1 -27.85 26.31 0.00106 10.42 5 7.1 3653.0 4.99 8 10.2099 0.5 9.052 0.334 -0.179 0.149 239.311996 -49.419071 59.823578 -37.12516 0.9466 -8.3143 -0.5295 -0.7039 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.848 2.434 1.234 1.751 2.034 4.129 1.13 -10.27 -13.89 -0.14 23.29 0.00106 8.81 5 6.9 4104.0 4.77 8 10.099 0.258 7.867 0.489 -0.185 0.193 239.250626 -49.521046 59.695992 -37.084782 0.9419 -8.3126 -0.5255 -0.7014 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.067 1.706 0.52 0.732 0.802 19.999 -0.018 21.08 -41.15 -74.41 43.83 0.00105 6.12 5 5.7 5307.0 4.62 8 9.8972 0.747 5.785 0.723 -0.275 0.161 239.17009 -49.730995 59.433273 -37.031345 0.9559 -8.3167 -0.5306 -0.7144 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
25.067 0.974 0.577 0.796 0.929 0.013 -3.493 -2.28 9.36 -6.28 -0.5 0.00106 14.83 6 9.0 5245.0 8.09 8 10.2004 0.491 14.657 0.013 -0.889 0.247 238.419235 -48.897648 60.471626 -36.538895 0.9419 -8.3243 -0.5275 -0.6947 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
25.19 1.1 0.54 0.827 0.935 5.999 3.696 24.99 -23.12 -19.89 -6.99 0.00105 14.93 6 9.0 5070.0 8.29 8 10.01 0.54 14.81 0.013 0.205 0.025 239.379608 -49.43779 59.799809 -37.169037 0.9517 -8.3152 -0.5326 -0.708 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.793 2.75 1.48 2.277 2.732 19.756 24.667 69.55 -153.86 -38.81 4.32 0.00105 11.97 5 7.2 3541.0 5.09 11 11.9401 0.146 10.353 0.204 -0.8 0.31 239.440704 -48.823193 60.571182 -37.21032 0.9541 -8.3194 -0.5409 -0.7031 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.462 2.719 1.407 2.201 2.607 10.592 7.001 214.84 -110.93 -139.11 -130.19 0.00106 11.71 5 7.2 3601.0 5.25 11 11.9438 0.259 10.082 0.223 -0.61 0.261 239.187958 -49.385067 59.866581 -37.044563 0.942 -8.3141 -0.5267 -0.7001 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.225 2.56 1.242 1.872 2.198 10.332 8.42 -38.72 -43.15 5.4 66.17 0.00105 9.57 5 7.0 3900.0 4.89 11 11.9421 0.432 8.559 0.377 -0.526 0.231 238.826447 -48.801178 60.595882 -36.805698 0.95 -8.3239 -0.5354 -0.6998 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.331 3.031 1.313 2.58 3.223 -1.889 -2.244 7.03 3.26 -8.08 -6.91 0.00102 12.54 5 7.35 3231.0 5.06 6 6.0824 0.425 10.376 0.233 0.128 0.039 238.582367 -49.660732 59.522259 -36.651352 0.9783 -8.3301 -0.5404 -0.7307 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.461 2.949 1.374 2.434 3.069 -0.987 -0.212 37.57 -8.56 -22.57 -26.07 0.00104 11.66 5 7.3 3364.0 4.91 5 4.0331 0.176 9.874 0.273 -0.099 0.014 238.703125 -49.53764 59.675938 -36.729389 0.9643 -8.3251 -0.5347 -0.7187 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.889 2.706 1.319 2.108 2.558 -2.53 -2.281 -19.18 20.12 11.27 4.37 0.00103 10.14 5 7.15 3584.0 4.74 5 4.1426 0.273 8.921 0.365 -0.228 0.008 238.660202 -49.727703 59.43882 -36.701763 0.9668 -8.3251 -0.5338 -0.7227 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.556 2.664 1.304 2.092 2.544 6.541 8.769 9.3 -50.56 0.17 4.05 0.00103 9.82 5 7.15 3617.0 4.84 6 6.0175 0.344 8.853 0.372 0.018 0.017 238.889496 -49.259079 60.024166 -36.849998 0.968 -8.3264 -0.5409 -0.7184 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.21 2.659 1.321 2.057 2.516 1.458 4.427 -0.38 -17.92 2.41 4.47 0.00103 9.46 5 7.1 3692.0 4.75 7 8.4482 0.467 8.651 0.396 -0.078 -0.019 238.63858 -48.835766 60.551048 -36.682388 0.9703 -8.3324 -0.5454 -0.7155 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.098 2.619 1.286 2.036 2.414 -1.899 -5.293 32.26 9.59 -24.04 -25.62 0.00104 9.37 5 7.05 3711.0 4.7 7 8.3924 0.62 8.477 0.419 -0.089 0.023 239.745438 -49.215519 60.077171 -37.408958 0.9647 -8.3175 -0.5443 -0.7154 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.74 2.601 1.25 1.903 2.279 9.323 11.091 21.84 -65.16 -11.49 8.86 0.00104 9.06 5 7.05 3780.0 4.77 4 2.7509 0.61 8.181 0.464 0.179 -0.002 238.685303 -49.718204 59.450649 -36.718006 0.9645 -8.3241 -0.5328 -0.7208 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.278 2.556 1.203 1.743 2.032 2.802 4.163 47.16 -38.72 -15.27 -31.32 0.00104 8.2 5 6.9 4080.0 4.72 7 8.4125 0.667 7.436 0.59 0.004 0.001 239.623886 -49.035561 60.30415 -37.330444 0.9607 -8.3185 -0.5434 -0.7105 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.721 1.297 0.557 0.68 0.75 1.452 2.02 53.8 -25.5 -33.14 -34.77 0.00102 14.46 6 9.2 5596.0 8.06 6 5.8937 0.466 14.59 0.011 -0.429 0.06 238.492752 -49.067364 60.261093 -36.589241 0.9765 -8.3343 -0.5454 -0.7227 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
25.175 1.386 0.589 0.76 0.839 10.66 8.4 60.49 -76.84 -45.38 -11.17 0.00103 14.87 6 9.2 5482.0 8.11 6 5.9678 0.612 14.99 0.01 -0.166 0.034 239.690552 -49.104118 60.217651 -37.373802 0.9675 -8.3197 -0.5469 -0.7164 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
