g u-g g-r g-i g-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
17.383 1.947 0.656 0.888 0.982 13.995 4.639 128.28 -108.73 -118.68 -33.34 0.00082 6.9 5 6.2 4933.0 4.73 11 11.7837 0.714 6.469 0.615 -0.664 0.267 238.872131 -49.38813 59.862865 -36.838974 1.2174 -8.4096 -0.6783 -0.9092 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.922 2.977 1.402 2.63 3.287 6.712 -4.221 2.72 2.96 -39.14 21.53 0.00081 12.56 5 7.35 3288.0 5.14 5 3.9668 0.286 10.437 0.229 -0.149 0.005 238.722565 -49.377663 59.875599 -36.741581 1.2325 -8.4166 -0.6858 -0.9205 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.621 2.864 1.367 2.356 2.9 7.155 -0.444 46.28 -19.22 -63.77 -2.25 0.00082 11.32 5 7.25 3468.0 5.15 6 6.0704 0.17 9.739 0.283 -0.412 0.059 239.044434 -49.620861 59.571709 -36.950623 1.2257 -8.4084 -0.681 -0.9187 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.503 2.778 1.371 2.365 2.913 6.903 19.089 43.9 -118.6 4.38 -12.65 0.00082 11.2 5 7.25 3437.0 4.95 7 8.4551 0.385 9.739 0.283 -0.294 0.04 239.716751 -49.098461 60.224674 -37.390984 1.2212 -8.4032 -0.6905 -0.9081 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.399 2.508 1.132 1.579 1.807 5.176 -2.788 52.05 -9.46 -54.71 -22.72 0.00082 7.8 5 6.7 4222.0 4.38 6 5.9463 0.648 7.079 0.647 -0.221 0.025 239.336517 -49.104359 60.218307 -37.142029 1.222 -8.408 -0.6881 -0.9087 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.139 2.59 1.029 1.512 1.758 5.524 -0.972 27.42 -15.04 -34.5 -6.01 0.00081 7.56 5 6.5 4325.0 4.77 5 3.9929 0.895 6.94 0.668 0.005 -0.006 238.354538 -49.296101 59.975235 -36.501232 1.2287 -8.4204 -0.6822 -0.9165 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.932 2.678 1.436 2.21 2.709 -1.464 8.174 85.82 -62.37 -22.42 -73.37 0.00081 11.6 5 7.2 3456.0 5.23 8 10.0179 0.177 9.938 0.246 -0.639 0.242 239.851883 -49.277554 59.998268 -37.477898 1.2272 -8.4021 -0.6923 -0.9151 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.204 2.712 1.383 2.141 2.581 6.731 8.859 35.43 -70.59 -21.17 3.78 0.00082 10.91 5 7.15 3596.0 4.92 8 10.1081 0.212 9.355 0.3 -0.47 0.229 238.613235 -49.013893 60.328739 -36.667671 1.2245 -8.4183 -0.6856 -0.9093 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.821 2.713 1.35 2.103 2.532 3.643 4.617 23.43 -31.03 -14.17 -7.93 0.00081 10.54 5 7.15 3709.0 4.9 8 10.1902 0.384 9.203 0.318 -0.536 0.249 238.624191 -49.434803 59.804016 -36.677799 1.2285 -8.416 -0.6821 -0.9183 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.704 2.955 1.368 2.025 2.436 3.537 4.716 60.87 -44.26 -28.71 -35.88 0.00082 10.46 5 7.1 3707.0 5.02 8 10.1152 0.468 9.052 0.334 -0.868 0.27 239.789993 -49.153469 60.155033 -37.438557 1.2238 -8.4027 -0.6917 -0.9108 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.416 2.794 1.352 2.073 2.445 4.142 -11.147 28.85 36.97 -63.45 -5.24 0.00081 10.1 5 7.1 3770.0 4.95 8 9.9235 0.511 8.902 0.353 -0.554 0.237 238.932312 -48.910881 60.459553 -36.876278 1.2291 -8.4169 -0.6919 -0.9114 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.274 2.777 1.316 1.993 2.362 5.201 6.529 21.59 -54.49 -13.38 7.2 0.00081 10.05 5 7.1 3762.0 4.88 8 9.9804 0.401 8.753 0.371 -0.613 0.23 238.568649 -49.460873 59.771313 -36.641804 1.2298 -8.4168 -0.6821 -0.9196 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.13 2.719 1.371 1.989 2.325 4.403 8.905 20.9 -63.87 8.96 -5.4 0.00081 9.82 5 7.05 3854.0 5.14 8 9.9186 0.402 8.604 0.391 -0.573 0.257 239.072556 -49.448353 59.787514 -36.969349 1.2384 -8.4138 -0.6907 -0.926 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.446 2.481 1.296 1.839 2.155 10.371 6.481 97.93 -95.67 -71.3 -34.87 0.00081 9.2 5 7.0 3828.0 4.83 8 10.038 0.566 8.158 0.448 -0.95 0.276 238.763885 -49.365822 59.890514 -36.768444 1.2361 -8.4174 -0.6883 -0.9231 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.828 2.47 1.146 1.59 1.865 10.366 6.787 36.09 -69.11 -39.96 14.77 0.00081 8.24 5 6.8 4185.0 4.76 8 9.9368 0.498 7.583 0.525 -0.238 0.243 238.534607 -49.329933 59.934338 -36.6189 1.2274 -8.4176 -0.6823 -0.916 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.117 2.114 0.985 1.284 1.479 0.966 1.845 24.52 -26.84 -11.17 -10.97 0.00081 7.53 5 6.55 4512.0 4.56 8 10.1027 0.597 7.018 0.59 -0.649 0.261 239.617218 -49.712471 59.452999 -37.320583 1.2317 -8.4028 -0.6871 -0.9245 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.743 1.697 0.639 0.818 0.869 3.99 4.934 64.67 -52.82 -28.45 -39.86 0.00082 6.23 5 5.9 5225.0 4.59 8 10.0704 0.576 5.952 0.702 -0.371 0.211 239.815918 -49.514538 59.700035 -37.45182 1.2205 -8.3984 -0.685 -0.9133 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
15.547 1.171 0.394 0.452 0.473 -0.348 -0.823 -25.6 17.7 13.46 12.51 0.00081 5.08 5 5.05 5841.0 4.62 8 9.9406 0.927 4.886 0.902 -0.359 0.194 239.370178 -49.007324 60.340023 -37.164124 1.2323 -8.4118 -0.6956 -0.9151 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.979 0.609 -0.309 -0.436 -0.731 12.152 -0.253 59.17 -50.36 -70.81 -0.74 0.00081 11.61 6 9.0 11641.0 8.03 8 9.9619 0.474 11.138 0.013 -0.825 0.338 238.823334 -48.781525 60.620388 -36.803452 1.2279 -8.4189 -0.6922 -0.9086 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.138 2.842 1.43 2.188 2.642 20.712 -9.11 -38.61 3.26 -86.94 115.61 0.00081 11.79 5 7.2 3592.0 5.11 11 12.0522 0.127 10.22 0.213 -0.713 0.282 239.391541 -48.976105 60.379227 -37.178139 1.231 -8.4114 -0.6954 -0.9137 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.487 2.9 1.373 2.034 2.448 11.638 -12.16 100.12 10.93 -133.22 -34.84 0.00082 11.25 5 7.15 3706.0 5.25 11 11.9326 0.169 9.792 0.245 -0.696 0.301 238.721756 -48.832382 60.556019 -36.737091 1.2218 -8.4176 -0.6874 -0.9047 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.552 2.884 1.315 1.955 2.333 -0.674 -3.716 -37.54 35.07 6.2 30.11 0.00082 10.31 5 7.1 3820.0 4.9 11 11.7658 0.264 9.179 0.305 -0.795 0.299 239.651443 -48.882507 60.496597 -37.348976 1.2231 -8.4064 -0.6941 -0.9064 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.458 2.74 1.39 1.929 2.293 8.288 -10.632 11.84 28.53 -69.43 23.52 0.00081 10.18 5 7.05 3790.0 4.95 11 12.0064 0.438 9.022 0.322 -0.791 0.291 238.797455 -48.809872 60.584789 -36.786697 1.231 -8.42 -0.6934 -0.9114 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.34 2.739 1.337 1.874 2.211 24.454 -20.485 124.3 2.29 -218.24 -2.51 0.00082 10.14 5 7.05 3828.0 4.77 11 11.9872 0.548 8.866 0.341 -0.727 0.331 239.198303 -49.236046 60.053265 -37.051556 1.2213 -8.4084 -0.685 -0.9101 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.991 2.967 1.369 2.436 3.056 -0.416 -6.129 19.78 21.97 -29.1 -15.3 0.00081 11.65 5 7.3 3406.0 4.92 7 8.6197 0.285 10.015 0.262 -0.172 -0.013 238.633179 -49.028179 60.311089 -36.680885 1.2422 -8.424 -0.6954 -0.9229 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.628 2.766 1.302 2.181 2.675 6.151 -3.859 17.86 4.61 -44.91 7.01 0.0008 10.3 5 7.2 3612.0 4.8 7 8.5343 0.339 9.202 0.333 -0.068 0.02 238.521652 -49.167564 60.136509 -36.60915 1.2554 -8.4286 -0.7001 -0.9349 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.519 2.713 1.271 2.025 2.413 -0.663 -4.771 0.88 27.61 -8.96 -4.3 0.0008 9.21 5 7.05 3863.0 4.8 7 8.6357 0.501 8.477 0.419 -0.334 0.038 239.681442 -49.53001 59.681839 -37.364346 1.2571 -8.4119 -0.7043 -0.9413 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
25.468 1.477 0.573 0.761 0.837 5.537 1.316 35.58 -28.04 -40.13 -7.14 0.00081 14.66 6 9.1 5541.0 8.06 5 3.8603 0.545 14.61 0.012 -0.311 0.003 239.203369 -49.680481 59.496384 -37.053204 1.2419 -8.4114 -0.6903 -0.9319 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.872 2.996 1.358 2.411 3.034 8.233 -3.943 6.22 4.21 -42.16 22.31 0.0008 12.5 5 7.3 3355.0 5.26 8 9.9447 0.166 10.57 0.2 -0.343 0.169 239.49028 -49.381805 59.869534 -37.241394 1.2574 -8.4156 -0.7052 -0.9394 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.39 2.685 1.4 2.339 2.884 -1.779 1.881 66.23 -33.16 -19.74 -60.48 0.0008 12.01 5 7.25 3321.0 5.16 8 10.0413 0.077 10.333 0.215 -0.668 0.235 238.798416 -49.568089 59.638016 -36.791237 1.2463 -8.4187 -0.6913 -0.9336 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.528 2.742 1.48 2.351 2.833 3.232 -1.345 64.8 -19.99 -52.18 -33.75 0.0008 12.09 5 7.25 3484.0 5.08 8 9.8695 0.247 10.207 0.224 -0.646 0.277 238.642715 -49.244457 60.041435 -36.688839 1.2541 -8.426 -0.6991 -0.935 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.689 2.625 1.391 2.206 2.654 6.089 6.337 28.39 -48.22 -21.35 0.06 0.0008 11.33 5 7.2 3512.0 4.95 8 10.0531 0.283 9.652 0.27 -0.662 0.248 239.546478 -49.632866 59.553703 -37.27573 1.2453 -8.4088 -0.6953 -0.9338 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.253 2.758 1.322 2.182 2.577 -9.82 7.555 -42.24 5.87 78.78 -1.84 0.0008 10.94 5 7.15 3585.0 5.04 8 9.9786 0.12 9.505 0.285 -0.305 0.191 239.236038 -49.659718 59.522232 -37.074493 1.2476 -8.4131 -0.6939 -0.9359 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.918 2.789 1.418 2.122 2.509 6.515 -0.401 33.8 -21.16 -49.87 1.86 0.0008 10.54 5 7.15 3710.0 4.97 8 10.04 0.335 9.203 0.318 -0.728 0.282 239.204239 -49.760864 59.395653 -37.053188 1.2465 -8.4122 -0.6917 -0.9365 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.419 2.888 1.395 2.031 2.426 2.995 4.916 72.43 -49.85 -36.86 -38.95 0.0008 10.1 5 7.1 3701.0 4.74 8 9.9347 0.316 8.902 0.353 -0.752 0.292 239.480881 -49.237061 60.05138 -37.236061 1.2459 -8.4131 -0.7008 -0.9286 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.388 2.656 1.306 2.03 2.441 -2.34 0.577 81.88 -21.41 -29.48 -74.44 0.00081 10.11 5 7.1 3737.0 4.9 8 9.8673 0.584 8.753 0.371 -0.134 0.172 238.807892 -49.086353 60.23962 -36.795834 1.2413 -8.4211 -0.6955 -0.9231 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.175 2.447 1.199 1.688 1.961 -0.493 1.533 64.03 -30.86 -24.47 -50.51 0.0008 8.52 5 6.85 4039.0 4.85 8 10.1299 0.423 7.724 0.508 -0.285 0.215 239.041275 -49.061497 60.271637 -36.948582 1.2493 -8.4211 -0.702 -0.9288 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.697 2.397 1.113 1.495 1.748 -10.906 3.938 -8.67 9.79 54.99 -31.41 0.0008 8.05 5 6.75 4254.0 4.67 8 9.9663 0.403 7.443 0.542 -0.771 0.329 239.62645 -49.123344 60.193748 -37.331745 1.257 -8.4159 -0.7097 -0.9354 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.305 2.448 1.008 1.381 1.556 -3.561 -12.582 15.8 53.42 -29.17 -19.24 0.0008 7.7 5 6.6 4312.0 4.68 8 10.1391 0.756 7.161 0.573 -0.05 0.175 239.309067 -49.185154 60.116978 -37.12397 1.2534 -8.4181 -0.7045 -0.9336 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.523 1.863 0.735 0.961 1.087 4.608 0.138 26.65 -25.52 -25.0 -9.04 0.0008 6.94 5 6.25 4877.0 4.58 8 9.9376 0.69 6.427 0.65 -0.619 0.294 238.46286 -49.193638 60.103615 -36.570969 1.2489 -8.4269 -0.6956 -0.9303 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.187 1.899 0.604 0.9 0.978 8.206 -6.705 37.09 3.34 -66.24 -5.2 0.00081 6.65 5 6.2 4876.0 4.59 8 9.9338 0.58 6.272 0.664 -0.627 0.252 239.596283 -49.650345 59.5313 -37.307789 1.2416 -8.4068 -0.6933 -0.9312 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.099 1.827 0.676 0.83 0.965 -2.102 -0.32 52.33 4.16 -31.21 -47.32 0.0008 6.52 5 6.05 5006.0 4.69 8 10.0744 0.878 6.114 0.682 -0.589 0.192 238.593781 -49.769157 59.387131 -36.658855 1.2464 -8.4195 -0.687 -0.9365 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.865 3.024 1.519 2.36 2.822 32.677 -14.895 85.8 -30.55 -216.6 61.73 0.0008 12.43 5 7.25 3437.0 5.21 11 11.8822 0.257 10.604 0.19 -0.978 0.275 239.556076 -49.242096 60.044765 -37.285126 1.2435 -8.4114 -0.6999 -0.9269 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.368 2.828 1.438 2.271 2.7 7.359 11.315 158.67 -119.1 -85.94 -92.5 0.0008 11.98 5 7.2 3559.0 5.14 11 11.9683 0.238 10.353 0.204 -0.733 0.281 238.849426 -49.115143 60.203857 -36.823189 1.2483 -8.4227 -0.6993 -0.9287 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.182 2.342 1.139 1.596 1.925 -29.136 -30.227 106.38 186.04 -40.2 -194.71 0.0008 8.55 5 6.85 4079.0 4.73 11 12.0807 0.446 7.952 0.457 -0.861 0.309 239.213394 -48.961433 60.397396 -37.061165 1.2454 -8.4185 -0.7025 -0.9244 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.841 1.767 0.77 1.063 1.174 2.993 -19.19 -50.15 110.04 -50.48 55.96 0.0008 7.25 5 6.35 4706.0 4.88 11 11.9296 0.5 6.779 0.587 -1.172 0.348 238.959412 -49.660477 59.522396 -36.895424 1.2487 -8.4168 -0.6925 -0.9368 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.117 1.447 0.559 0.772 0.88 10.32 -9.79 114.7 -13.77 -139.22 -42.04 0.0008 6.57 5 5.95 5182.0 4.78 11 12.0742 0.623 6.147 0.647 -0.889 0.314 238.900864 -48.934452 60.429882 -36.855782 1.2515 -8.4247 -0.704 -0.9286 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.429 2.682 1.41 2.327 2.859 4.714 0.547 55.46 -32.55 -45.55 -29.31 0.00078 11.98 5 7.25 3505.0 5.05 8 10.2585 0.15 10.207 0.224 -0.69 0.171 239.840378 -49.622208 59.56414 -37.466217 1.2775 -8.4158 -0.7156 -0.9582 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.188 2.881 1.468 2.286 2.676 -2.636 -0.283 2.13 2.52 12.83 -18.18 0.00079 11.75 5 7.2 3551.0 5.12 8 10.1224 0.136 9.938 0.246 -0.885 0.273 238.469254 -49.603516 59.593266 -36.577919 1.2703 -8.4305 -0.7017 -0.9525 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.904 2.831 1.317 2.212 2.786 3.606 -1.795 51.91 -17.37 -36.61 -34.28 0.00078 11.56 5 7.2 3529.0 5.09 8 9.9793 0.146 9.796 0.258 0.012 0.117 239.422318 -48.993965 60.35677 -37.198322 1.2772 -8.4263 -0.7215 -0.9488 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.584 2.771 1.328 2.212 2.736 3.767 2.617 -8.47 -15.07 10.17 16.05 0.00078 11.21 5 7.2 3579.0 4.99 8 10.1146 0.209 9.652 0.27 0.1 0.12 239.28035 -49.149235 60.162029 -37.10524 1.2795 -8.4275 -0.7195 -0.9528 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.159 2.724 1.281 2.072 2.577 2.8 -4.819 39.83 1.04 -52.37 -20.58 0.00078 10.84 5 7.15 3625.0 4.92 8 9.96 0.174 9.505 0.285 -0.251 0.198 238.747849 -49.535358 59.67886 -36.758411 1.279 -8.4306 -0.7096 -0.9581 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.022 2.711 1.254 2.095 2.59 10.465 1.743 56.16 -56.83 -71.19 -0.45 0.00079 10.72 5 7.15 3656.0 5.09 8 10.2404 0.481 9.355 0.3 0.19 0.093 239.723877 -49.463341 59.765385 -37.392624 1.2691 -8.4158 -0.7123 -0.9495 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.829 2.713 1.318 2.08 2.501 11.036 7.472 81.01 -88.35 -67.09 -18.71 0.00079 10.48 5 7.1 3686.0 4.88 8 10.1028 0.213 9.052 0.334 -0.434 0.206 238.954285 -49.386936 59.864449 -36.892452 1.2663 -8.4251 -0.7062 -0.9462 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.408 2.809 1.341 1.961 2.365 0.362 0.198 32.82 -9.52 -18.29 -29.98 0.00079 10.08 5 7.1 3779.0 4.72 8 9.9972 0.342 8.753 0.371 -0.78 0.29 239.331604 -49.262459 60.019958 -37.138527 1.2601 -8.4195 -0.7073 -0.9398 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.973 2.641 1.308 1.953 2.285 1.424 -1.997 42.32 -9.42 -26.14 -30.9 0.00079 9.66 5 7.05 3895.0 4.91 8 10.0893 0.244 8.454 0.409 -0.47 0.225 239.598206 -49.051258 60.284508 -37.313549 1.2718 -8.4218 -0.7189 -0.9456 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.244 2.469 1.259 1.822 2.101 3.856 7.762 23.15 -38.5 -12.08 -6.64 0.00079 8.95 5 6.95 3894.0 4.72 8 10.143 0.671 8.012 0.468 -0.471 0.263 238.691513 -48.789341 60.609459 -36.71669 1.2672 -8.4338 -0.7133 -0.9383 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.477 2.423 1.227 1.731 2.01 6.256 -1.611 -27.05 -3.33 -12.5 47.96 0.00079 8.8 5 6.9 4015.0 4.76 8 9.9443 0.679 7.867 0.489 -0.502 0.241 238.3703 -49.70332 59.468708 -36.514271 1.2646 -8.4289 -0.6964 -0.9495 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.183 2.162 0.954 1.303 1.476 8.986 -0.617 71.17 -36.02 -81.12 -22.12 0.00078 7.51 5 6.55 4504.0 4.94 8 10.0537 0.774 7.018 0.59 -0.568 0.206 238.451736 -49.417194 59.825191 -36.565536 1.2797 -8.4356 -0.7094 -0.9569 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.939 2.264 0.9 1.244 1.386 11.889 0.816 93.82 -63.03 -96.25 -23.67 0.00079 7.28 5 6.5 4593.0 4.65 8 9.9356 0.748 6.875 0.605 -0.504 0.247 238.674164 -49.570744 59.634602 -36.710667 1.2682 -8.4276 -0.7026 -0.9504 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.859 2.738 1.432 2.318 2.86 6.142 10.665 138.79 -114.81 -58.75 -91.6 0.00079 12.45 5 7.25 3479.0 5.06 11 12.0074 0.415 10.604 0.19 -0.438 0.233 239.01181 -49.592228 59.607635 -36.929577 1.2719 -8.4245 -0.7068 -0.9535 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.444 2.934 1.511 2.162 2.621 22.022 -16.831 132.1 -7.37 -204.89 -21.64 0.00079 11.99 5 7.2 3566.0 5.14 11 12.0739 0.127 10.22 0.213 -1.158 0.292 239.827011 -49.571228 59.62851 -37.458275 1.2723 -8.4147 -0.7133 -0.9535 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.725 2.762 1.429 1.971 2.333 6.258 -7.832 78.92 -7.26 -82.26 -44.75 0.00079 10.36 5 7.05 3825.0 4.79 11 12.0188 0.089 9.022 0.322 -0.928 0.308 239.135056 -49.301201 59.97171 -37.010242 1.2701 -8.4249 -0.7109 -0.9479 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.65 2.441 1.236 1.711 1.988 2.592 0.203 103.81 -40.62 -66.18 -67.68 0.00079 8.99 5 6.9 4083.0 4.93 11 11.8652 0.415 8.101 0.437 -0.615 0.297 239.168716 -49.44035 59.797352 -37.031895 1.2606 -8.4201 -0.7038 -0.9427 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.523 2.187 0.959 1.317 1.519 0.52 8.903 101.17 -77.99 -24.6 -81.92 0.00078 7.85 5 6.6 4463.0 4.77 11 11.855 0.472 7.224 0.542 -0.6 0.312 238.751205 -49.688278 59.487968 -36.760635 1.2746 -8.4278 -0.7049 -0.9569 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
